brand,city,title,desc,image_count,created_at,price
Huawei,Tabriz,"['هواوی', 'هونور3cبا', 'اکانت', 'لول', '77']","['گوش', 'ساعت', 'کار', 'میکنه', 'خط', 'وخش', 'همراه', 'آیفیس', 'گلس', 'همراه', 'اکانت', 'کل', 'لول', '77', 'معاوضه', 'گوش', 'های', 'آیفون4', 'سامسونگ', 'جی5', 'سامسونگ', 'اس3', 'عکس', 'خواست#خواه', 'تلگرام', '#هست']",0,Sunday 05PM,472350.1952976859
ZTE,Mashhad,"['دیمو', 'فقد', 'سیم', 'کارت', 'معیوبه']","['گوش', 'دیمو', 'کارتن', 'سیم', 'کارت', 'خراب', 'بقیش', 'سالم']",1,Monday 09AM,72854.30923655824
Huawei,Isfahan,"['huawei', 'p6', 'نو']","['نو', 'سالم', 'glass', 'کیف']",0,Sunday 07PM,387225.5416203774
Samsung,Shiraz,"['تبلت', 'نوت4']","['فروش', 'عدد', 'گوش', 'سامسونگ', 'نو', '4', 'عدد', 'تبلت', 'اس', 'ام', 'تی', '531', 'سامسونگ']",2,Wednesday 05AM,542485.4792421527
Apple,Karaj,"['گوش', 'موبایل6s']","['آکبند', '35', 'گیگ', 'گلد', 'سفارش', 'آمریکا', 'هواتونودرام']",0,Friday 05PM,1859885.5847814071
ZTE,Mashhad,"['گوش', 'موبایل', 'دیمو']","['دوماه', 'کار', 'کرد#کن', 'سالم', 'دلیل', 'خرید', 'گوش', 'قصد', 'فروش', 'داشت#دار', 'گارانتی', 'داره']",2,Sunday 09AM,342007.43077453156
Apple,Shiraz,"['آیفون', '3اس', '35', 'گیگ']","['نو', 'شرط', 'اصل', 'لطفا', 'تماس', 'گرفت#گیر', 'پیامک', 'جواب', 'نمیشود']",0,Wednesday 08AM,1636752.1395979486
HTC,Tehran,"['htc', 'desire', '816']","['HTC', 'desire', '816', 'توافق']",2,Friday 07PM,421517.8303403169
Apple,Tehran,"['اییفون', '16', 'گیگ', 'مدل', '6s']","['سالم', 'کوچک', 'خش', 'خط', 'فوری', 'فروشی']",2,Monday 02PM,1724898.0097404174
Samsung,Isfahan,"['گوش', 'گلکسی', 'گرند', 'NUM']","['تمیز', 'معاوضه', 'میشود']",3,Friday 07AM,352449.66458433436
Samsung,Isfahan,"['فروش', 'تعویض', 'گلکسی', 'جی5']","['گوش', 'اک', 'مشک', 'رنگ', 'گارانتی', 'خط', 'خش', 'ضربه', 'اک', 'تعویض', 'میشه', 'همرده', 'جهت', 'اطلاع', 'گوش', 'جی5', 'نوش', 'گرون']",2,Saturday 08PM,944765.0314545477
Huawei,Karaj,"['معاوضه', 'هواویp8', 'lite']","['سلام', 'گوش', 'سالم', 'تمیزه', 'کارتن', 'وسایل', 'فابریک', 'همراهشه', 'رنگ', 'سفید', 'معاوضه', 'ایفون', '5', '5اس', 'سالم', 'باشه', 'اگه', 'تمیز', 'باشه', 'مقدار', 'سر', 'میدم', 'تشکر']",0,Tuesday 07PM,402969.1844529879
Samsung,Shiraz,"['Samsung', 'Galaxy', 'note5']","['گوش', 'موبایل', 'گلکسی', 'نو', '5قصد', 'تعویض', 'گلگسی', 's6edge', 'رودار', 'گوش', 'دوماه', 'کار', 'خط', 'وخشی']",0,Saturday 03PM,719688.465766661
ZTE,Tabriz,"['meizu', 'm2', 'note']","['فروش', 'تعویض', 'گوش', 'رم2', 'رام', '16', 'دوربین', '13', 'آک']",0,Tuesday 05PM,539183.7882748723
Apple,Isfahan,"['Iphone', '5s']","['موبایل', 'ترو', 'تمیز', 'نو', '83', 'گیگ', 'دیگه', 'اپل', 'تعریف', 'نداره']",4,Friday 03PM,1027045.340310586
Sony,Karaj,"['سون', 'Z3', 'COMPACT']","['قصد', 'تعویض', 'فروش', 'داشت#دار', 'گوش', 'سفید', 'رنگ', 'لوازم', 'تمیز', 'میباشد']",0,Tuesday 09AM,554696.9639891088
Nokia,Tehran,"['گوش', 'موبایل', 'n', '97', 'نوکیا']","['گوش', 'العاده', 'شیکه', 'خاصه', 'عکسا', 'مشخصه', 'حافظه', '64', 'گیگه', 'یابه', 'دوربین', '8ونیم', 'مگاپیکسل', 'دوربین', 'جلو', '2', 'مگا', 'پیکسل', 'نو', 'رو', 'ضد', 'خش', 'نصب', 'امکانات', 'لازم', 'یه', 'گوش', 'داره', 'داره', 'اندورئید', 'اینا', 'نداره', 'سیم', 'ژارژو', 'هندزفریم', 'داره', 'خریداره', 'قیمتشو', 'بگه', 'بالا', 'تماس', 'میگیرم', 'میدم']",5,Tuesday 03PM,712170.3236363829
Sony,Mashhad,"['چناران', 'سون', 'Z', 'دوربین', '13', 'مگاپیکسل', 'درحدخشک']","['چناران', 'گوش', 'سون', 'zc', '6603', 'دوربین', '13', 'دوربین', 'جلو', '8', 'حافظه', 'داخل', '16', 'گلس', 'دیروز', 'انداخت#انداز', 'درحد', 'خشک', 'ممنون', 'دیوار']",3,Friday 01PM,513668.7922344085
Samsung,Isfahan,"['فروش', 'گوش', 'S3نئو', 'رنگ', 'مشک']","['سالم', 'تعویض', 'یاومعاوضه', 'باS4mini', 'g', '700', 'گرند', 'پرایم', 'اچ', 'تی', '816']",0,Sunday 12AM,650090.1359427681
Apple,Tehran,"['گوش', 'ایفون', '7', 'پلاس', '256', 'گ', 'جت', 'بلک']","['اکبند', '256', 'جت', 'بلک']",0,Monday 11AM,1707814.3735750953
Apple,Isfahan,"['گوشى', 'آیفون3', 'خاکسترى', '83', 'گیگ']","['نقص', 'تمیز', 'فروش', 'فورى']",0,Friday 09AM,1084446.1950726062
HTC,Tehran,"['htc', 'amez', '4g']","['تمیز', 'کارکرد', 'استفاده', 'لوازم', 'تکمیل', 'فابریک', 'انتنش', 'قطع', 'وصل', 'میشد', 'قبلا', 'ک', 'الان', 'کلا', 'قطه', 'بقیشه', 'جیزاش', 'سالم', 'تعمیر', 'کاره', 'اشنا', 'داشت#دار', 'واسه', 'درست', 'کردن', 'مایل', 'خرید', 'خدم']",0,Monday 06PM,611556.8425494434
Apple,Shiraz,"['ایفون4اس', 'اوراق']","['سلام', 'گوش', 'قفل', 'آیکلود', 'بخاطر', 'هزینه', 'ی', 'بالا', 'قفل', 'گشود#گشا', 'نتونستم', 'بد', 'درست', 'کنن', 'اوراق', 'قطعات', 'اصل', 'هس', 'شاسی', 'اصل', 'فابریک', 'ذره', 'ای', 'خط', 'خش', 'ضربه', 'تاچ', 'ال', 'دی', 'دوربین', 'فلت', 'ها', 'سالم', 'اصل', 'رنگ', 'گلد', 'تشکر']",2,Wednesday 12PM,705473.6877184622
Samsung,Tabriz,"['samsung', 'galaxy', 'j7', 'gold']","['تمیز', 'سری', 'معاوضه', 'j5', 'prime']",3,Sunday 07AM,570784.7965948939
Apple,Shiraz,"['ایفون', '5']","['سلام', 'گوش', 'تمیز', 'خوشکل', 'بانو', '5هم', 'معامله', 'میکنم', 'تمیز', 'باشه', 'ممنون']",0,Monday 02PM,597635.8766365491
Samsung,Ahvaz,"['سامسونگ', 'گالکسی', 'نت', '4', 'تخفیف']",['تخفیف'],2,Tuesday 01PM,753431.3499289027
Huawei,Kermanshah,"['هواوی', 'G', '630', 'خط', 'خش']","['گوش', 'خرید', 'مدل', 'تر', 'میفروشم', 'گوش', 'سری', 'تراشه', 'تن', 'اسنپ', 'دراگون', '400']",0,Thursday 12PM,306528.20185116504
Apple,Tehran,"['6sگلد', '16']",['اکبند'],0,Friday 06PM,1216050.2095607738
Samsung,Karaj,"['گوش', 'موبایل', 's5', 'سامسونگ']","['سامسونگ', 's5', 'رنگ', 'گلد', 'کارتن', 'مشکل', 'اینه', 'شارژر', 'مشکل', 'وهندزفری', 'نداره', 'معاوضه', 'ps4', 'داشت#دار', 'قیمت', 'پیشنهاد', 'خودتونو', 'sms']",0,Sunday 01PM,546423.0805526577
Samsung,Shiraz,"['اس', '4سامسونگ', 'سالم', '8هسته', 'ای', 'تک', 'سیم']","['اس', '4سامسونگ', 'سالم', '3جی', '8هسته', 'ای', 'تک', 'سیم', 'کارت', '16', 'گیگ', 'حافظه', 'داخل', 'دوربین', 'جلو', '13', 'اندروید', '5', '0', '1', 'بهمراه', 'کارتون', 'شارژر', 'هندزفری', 'سون', 'بک', 'کاور', 'بامپر', 'شارژر', 'اصل', 'کارخانه', 'دور', 'درب', 'پشت', 'چندتا', 'ترک', 'داره', 'بک', 'کاور', 'میشه', 'لطفا', 'خریدار', 'واقعی', 'تماس', 'گرفت#گیر', 'تخفیف', 'مشتری', 'پای', 'معامله', 'تشکر', 'ناظر', 'دیوار']",3,Monday 01PM,440869.29024087946
Samsung,Ahvaz,"['گوش', 'اس5فورجی']","['ای', 'تک', 'سیم', 'سفید', 'درحداک', 'کارتن', 'وکامل', 'بافاکتور', '1190', 'چهارتا', 'افیس', 'خشگیرگلس', 'ضداب', 'ضرب', 'قلب', 'اثرانگشت', 'سوپرشارژر', 'فروش', '850', 'معاوضه', 'ایفون6', 'ادج6', 'وz5', 'سرمیدم', 'باz3هم', 'تعویض', 'میکنم', 'تمییز', 'باشه', 'یاحق']",0,Friday 05PM,463502.9991563436
Apple,Mashhad,"['Iphone', '6', 'gray', '16', 'gb']","['گوشى', 'کاملن', 'تمیز', 'کوچک', 'خط', 'خش', 'lla', 'ریفرش', 'ریپک']",0,Friday 05PM,1329784.3990690326
Sony,Tehran,"['گوش', 'سون', 'اریکسون', 'arc', 's']","['ال', 'دی', 'شکسته']",3,Friday 03PM,209155.26796594175
Nokia,Shiraz,"['گوش', 'نوکیا']","['دوعدد', 'نوکیا', '1100', 'سالم', 'وتمیز', 'تماس', 'گرفت#گیر']",0,Saturday 04PM,114434.37652254975
Apple,Tehran,"['گوش', 'آیفون', '6s', '16', 'gb']","['گوش', 'تمیز', 'درحد', 'نو', 'کارکرد', 'پاسخگو', 'تلگرام', 'درخدمتم', 'قیمت', 'NUMتومان']",5,Sunday 07PM,1673617.0426908808
Lenovo,Shiraz,"['گوش', 'اوراق', 'تعمیر']","['گوش', 'هواوی', 'ام', 'تی', 'وان', 'اچ', 'تی', 'نوکیا', 'سالم', 'بک', 'کاور', 'هنذفری']",2,Thursday 05PM,261943.06426229753
Samsung,Mashhad,"['انواع', 'گوش', 'تعمیر', 'وسالم', 'باتری', 'گارد', 'قاب']","['انواع', 'گوش', 'های', 'اوراق', 'سالم', 'وتعمیری', 'انواع', 'باتری', 'نوکیاقاب', 'گارد', 'محافظ', 'اس4', 'تاچ', 'اس', 'فور', 'موترولا', 'نوکیا', 'سامسونگ', 'جی', 'ال', 'ایکس', 'باهم', 'باتشکر', 'دیوار', 'وشما', 'عزیز']",2,Thursday 09PM,315449.0167453047
HTC,Tehran,"['دیزایر', '310']","['گوش', 'سالم', 'خط', 'خش', 'گوش', 'های', 'ویندوز', 'فون', 'تعویض', 'داشت#دار', 'سر', 'میدم', 'لطفا', 'پیشنهاداتون', 'اس', 'ام', 'اس', 'ممنون', 'دیوار']",1,Monday 08PM,581291.6466328901
Apple,Mashhad,"['فروش', 'تعمیر', 'انواع', 'گوش', 'ها']","['تعمیرات', 'انواع', 'لبتاب', 'گوشیهای', 'اندروید', 'آی', 'یو', 'اس']",1,Wednesday 11AM,732459.3577780144
Apple,Tehran,"['iPhone', '5S', '16', 'GB', 'Gold']","['همراه', 'جعبه', 'هندزفری', 'کابل']",3,Saturday 06PM,892467.0699323864
Samsung,Tehran,"['سامسونگ', 'گلکسیs3']","['سامسونگ', 'گلکسیs3', 'سفید', 'رنگ', 'سالم', 'هندزفیری', '400', 'قیمتشه', 'ب', 'خریدار', 'واقعی', 'تخفیف', 'میدم']",2,Tuesday 07PM,334279.11716392415
Apple,Tehran,"['Iphon6', '16', 'g']","['مشک', 'لوازم', 'فابریک']",0,Thursday 10AM,1093092.8683670508
Huawei,Mashhad,"['گوش', 'هواویY', '220']","['بس', 'الله', 'الرحمن', 'الرحیم', 'گوش', 'اصل', 'ونو', 'هستش', 'مرتب', 'کارتون', 'دفترچه', 'قیمتشو', 'گفت#گو', 'تشکر', 'ناظر', 'دیوار']",2,Friday 01PM,273408.40493620303
Huawei,Mashhad,"['گوش', 'موبایل', 'هوآوی', 'y', '600']","['باسلام', 'گوش', 'مشکل', 'تاج', '#هست', '40', 'تومن', 'بیشترخرج', 'نداره', 'شارژرهم', 'نداره', '180', 'فی', 'خورد#خور', 'ه', 'تاج', 'مشکل', 'داره', '140', 'میدم', 'دوعددباتری', 'گارد', 'آیفیس', 'وگلس', 'تازه', 'گذاشت#گذار', 'تلگرام', 'وپیام', 'پاسخگو', '#هست', 'باتشکر', 'پرسنل', 'دیوار']",0,Friday 07PM,196469.15224249274
ZTE,Tehran,"['موتورولا', 'v3i', 'اکبند']","['موتورولا', 'v3i', 'اکبند', 'لطفا', 'تماس', 'گرفت#گیر']",1,Saturday 06PM,1061459.55461168
Nokia,Tehran,"['8600', 'nokia']","['سالم', 'جعمه', 'شارژر', 'کلکسیونی', 'خط', 'وخشش', 'کمه']",1,Wednesday 12PM,327144.72230329434
Sony,Tehran,"['سون', 'آل']","['فروشی', 'مشکل', 'تمیز']",1,Wednesday 02PM,441940.6543914609
Apple,Tehran,"['ایفون', '5اس', '32', 'گیگ']","['تمییز', 'خطوخش', 'LLA', 'GRAY']",0,Monday 05PM,1091529.4083852523
Samsung,Mashhad,"['سامسونگ', 'S7', 'سیم', 'کارت']","['سلام', 'گوش', 'اکبند', 'تست', 'مهلت', 'تست', '24', 'ساعت', 'رنگ', 'رزگلد', 'العاده', 'شیک', '32', 'گیگ', 'دوسیم', 'کارت', 'قیمت', 'مقطوع', '1', '870', '000', 'ت', '200', 'ت', 'فی', 'بازار', 'پیامک', 'پاسخگو', '#هست']",1,Friday 07PM,1479787.2394291922
Samsung,Isfahan,"['سامسونگ', 'گلکسی', 'A3']","['گوش', 'سالم', 'خط', 'وخش', 'فروش', 'یامعاوضه', 'باگوشی', 'قیمت', 'ترجیحا', 'صفحه', 'بزرگ']",3,Tuesday 08PM,398760.68029081816
Samsung,Isfahan,"['گوش', 'سامسونگ', 'گرند2']","['باسلام', 'گوش', 'مدت', '#هست', 'داشت#دار', 'از', 'کاملاراضیم', 'عدد', 'گارد', 'وگلس', '#هست', 'گارد', 'آی', 'فیس', 'شارژ', 'ارجینال', 'سامسونگ', 'مشتری', 'واقعی', 'تخفیف', 'میدم', 'قیمت', '350000']",0,Tuesday 09AM,434151.36495467334
Samsung,Isfahan,"['s6', 'edge', 'ده', 'روز', 'کار']","['فروش', 'معاوظه', 'اپل', '6یا', '6s']",0,Saturday 10AM,1282810.386829103
Samsung,Karaj,"['3عدد', 'گوش', 'سالم']","['همراه', 'جعبه', 'شارژر', 'هندزفری']",1,Wednesday 12PM,295815.136796533
Samsung,Mashhad,"['سامسونگ', 'گلگسی', 'S4']","['عدد', 'گوش', 'سامسونگ', 'گلگسی', 'S4', 'اصل', 'گوش', 'شد#شو', 'سالم', 'ضرب', 'خوردگی', 'گوش', 'جزء', 'سری', 'های', 'سامسونگ', 'ساخت', 'ویتنام', 'عکس', 'گذاشت#گذار', 'سری', 'های', 'ساخت', 'چین', 'لوازم', 'اصل', 'مال', 'گوش', '#هست', 'بهمراه', 'کارتن', 'دفترچه', 'عدد', 'بامپر', 'گوش', '#هست', 'عکس', 'معلومه', 'گوش', 'گلس', 'ضد', 'ضربه', 'خش', '#هست', 'حافظه', 'داخل', 'گوش', '16', 'گیگه']",5,Monday 09AM,638936.8792668423
HTC,Mashhad,"['گوش', 'اچ', 'تی']","['مدل', '820', 'اس']",4,Wednesday 07PM,389645.3879000256
Sony,Karaj,"['گوش', 'سون', 'z1', 'compact']","['باسلام', 'گوش', 'سون', 'اکسپریا', 'زد#زن', 'وان', 'کامپکت', 'العاده', 'سالم', 'نو', 'ضربه', 'خط', 'خش', 'محافظ', 'گلس', 'صفحه', 'جلو', 'گارد', 'ژله', 'ای', 'روز', 'خرید', '4Gساپورت', 'آپدیت', 'اندروید5', '1', '1', 'لوازم', 'کارتن', 'هندزفری', 'شارجرفابریک']",3,Friday 08PM,588052.1895500476
Apple,Shiraz,"['Iphone', '4']","['گوش', 'سالم', 'تمیز', 'حافظه', '83', 'بشرط', 'بمشتری', 'میشه', 'باتشکر', 'دیوار']",1,Monday 03PM,549309.1616902911
Apple,Tehran,"['آیفون', '6', 'اس', '64', 'گیگ']","['گوش', 'واقعا', 'آکبند', 'رنگ', 'گر', 'پار', 'LL', 'a', 'جوره', 'سالم', 'شرط']",0,Saturday 07AM,2112586.5894072037
Apple,Shiraz,"['Iphone6', '64', 'Gig']","['تمیز', 'مرتب', 'ارتباط', 'طريق', 'تماس', 'تلگرام', 'واتس', 'اپ']",2,Monday 08PM,1402999.9679106728
Apple,Ahvaz,"['گوشى', 'آیفون', '5', '32', 'گیگ']","['خامووش', 'آک', 'استفاده', 'شادگان']",1,Friday 10AM,948752.1668265808
HTC,Shiraz,"['گوش', 'تر', 'وتمیز']","['گوش', 'کار', 'تمیز', 'گوش', 'تمیز', 'htc', 'گوش', 'تمیز', 'اچ', 'تی', 'وان', 'htc', 'one', 'v', 'گوش', 'اچ', 'تی', 'وان', 'تمیز', 'کار', 'خط', 'خش', 'نداره', 'پشت', 'فلزیه', 'cpu', '1g', 'پیو', '1', 'گیگ', 'ram', '4', 'g', 'رم', '4گیگ', 'android', '4', '3', 'اندروید', '4', '3', 'camera', '5', 'mpix', 'دوربین', '5', '32', 'گیگ', 'مموری', 'ساپورت', 'میکنه', 'شارژر', 'هنسفری', 'نو', 'هنسفری', 'استفاده', 'شد#شو', 'مشتری', 'واقعی', 'تخفیف', 'میدم']",0,Sunday 01PM,367332.88906512473
Apple,Tehran,"['ipod', '32', 'GB']","['سالم', 'واصل', 'شارژر', 'اصل', '32', 'گیگ']",2,Monday 09AM,727110.4855429976
HTC,Ahvaz,"['htc', 'one', 'maxلطفا', 'بخونیدوقیمت', 'بدید']","['گوش', 'چیز', 'العاده', 'دوربین', 'ازکارافتاد', 'گذاشتمش', 'روکیس', 'کامپیوتر', 'دوربین', 'کارنمیکنه', 'لطفا', 'قیمت', 'بدید', 'قیمت', 'پرت', 'دید#بین', 'تشکر', 'مدیر']",0,Monday 10PM,552079.973809152
Apple,Isfahan,"['Iphone', '6S', '64', 'Gb', 'Silver']","['سلام', 'گوش', 'ایفون', '6s', 'مدل', '64', 'گیگ', 'سفید', 'آک', 'فروش', 'فوری']",0,Tuesday 06AM,1094478.0242372598
Apple,Shiraz,"['فروش', 'ایفون', '5', '32', 'g']","['فروش', 'ایفون', '5', 'حافظه', 'داخل', '32', 'اورجینال', 'سری', 'اول', 'خط', 'خش', 'داره', 'دور', 'اس', 'ام', 'اس', 'بدید', 'قیمت', '650', 'نمیدم']",0,Tuesday 01PM,591623.6312767885
Samsung,Tehran,"['گوش', 'موبایل', 'سامسونگ', 'اس', '7', 'اج']","['گوش', 'موبایل', 'سامسونگ', 'اس', '7اج', 'درحد', 'همراه', 'جعبه', 'وتمام', 'لوازم', 'همراه', 'گارانتی']",0,Sunday 09AM,1389441.1540541814
Samsung,Kermanshah,"['اس', 'تر', 'مینی']","['سلام', 'گوش', 'سالم', 'میباشد', 'خط', 'خش', 'ایراد', 'لوازم', 'تکمیله', 'قیمت', 'پیشنهادیتون', 'اس', 'تلگرام', '#هست', 'باتشکر', 'دیوار']",0,Sunday 04PM,479903.6638653379
Apple,Shiraz,"['ایفون', '6', 'خاموش']","['ایفون', '6', 'اب', 'رفته', 'داخل', 'برد', 'سوخته']",2,Wednesday 06PM,1345320.4620650106
Huawei,Karaj,"['فروش', 'معاوضه', 'گوش', 'هواوی', 'تبلت']","['عدد', 'گوش', 'هواوی', 'y', '300', 'همراه', 'کارتن', 'شارژر', 'دکمه', 'پاورش', 'سفته', 'عدد', 'تبلت', 'سامسونگp', '1000', 'هاردش', 'سوخته', 'بقیه', 'چیزاش', 'سالمه', 'فروش', 'معاوضه', 'توضیح', 'عکس', 'تلگرام']",1,Thursday 06AM,180329.86804509468
Nokia,Ahvaz,"['نوکیا', '1280']","['فروش', 'گوش', 'نوکیا', '1280', 'سالم', 'وتمیز', 'لطفا', 'اس', 'یاواتساب', 'قیمت', 'بدین']",1,Friday 11AM,110722.38157374987
Samsung,Isfahan,"['گوش', 'سامسونگ', 's7']","['سلام', 'یدونه', 'گوش', 'گلکسی', 'اس', '7', 'سالم', 'مشکل', 'رنگ', 'گلد', '32', 'گیگ', 'تاریخ', 'خرید', '12', '5', '95', 'هنزفری', 'گوش', 'آک', 'هستش', 'همراه', 'فاکتور', 'متعلقات', 'فوری', 'تشکر', 'دیوار']",0,Friday 11AM,1837226.3751394928
HTC,Tehran,"['htc', 'one', 'me', 'dual', 'sim']","['گوش', 'سالم', 'نو', 'میباشد', 'کارکرد', 'بالا', 'پیشنهاد', 'فروخته', 'میشه', 'تعویض', 'میشود', 'نظرتون', 'قیمت', 'تعویض', 'اس', 'ام', 'اس', 'تشکر']",0,Tuesday 11PM,684466.1088847058
Samsung,Mashhad,"['نوت3', '4gدر', 'آک']","['گوش', 'نو', '3', 'درحد', 'آک', 'خش', 'درجه', 'انگار', 'نو', 'میخری', 'کلس', 'گارد', 'ژله', 'ایی', 'مشک', 'فورجی', 'هندزفری', 'هاش', 'استفاده', 'شد#شو', 'قیمت', '850', 'ت']",1,Sunday 11AM,711600.2026942761
